"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"16.06.2019 20:30 - 16.06.2019 20:45","45963","47795"
"16.06.2019 20:45 - 16.06.2019 21:00","45802","47442"
"16.06.2019 21:00 - 16.06.2019 21:15","45410","47158"
"16.06.2019 21:15 - 16.06.2019 21:30","45097","46957"
"16.06.2019 21:30 - 16.06.2019 21:45","45275","46876"
"16.06.2019 21:45 - 16.06.2019 22:00","45760","47339"
"16.06.2019 22:00 - 16.06.2019 22:15","46418","47960"
"16.06.2019 22:15 - 16.06.2019 22:30","45872","47958"
"16.06.2019 22:30 - 16.06.2019 22:45","45219","47574"
"16.06.2019 22:45 - 16.06.2019 23:00","44207","46979"
"16.06.2019 23:00 - 16.06.2019 23:15","43141","45888"
"16.06.2019 23:15 - 16.06.2019 23:30","42354","45240"
"16.06.2019 23:30 - 16.06.2019 23:45","41752","44329"
"16.06.2019 23:45 - 17.06.2019 00:00","41090","43816"
"17.06.2019 00:00 - 17.06.2019 00:15","39365","43178"
"17.06.2019 00:15 - 17.06.2019 00:30","38628","42664"
"17.06.2019 00:30 - 17.06.2019 00:45","38254","42510"
"17.06.2019 00:45 - 17.06.2019 01:00","37927","41835"
"17.06.2019 01:00 - 17.06.2019 01:15","37366","41600"
"17.06.2019 01:15 - 17.06.2019 01:30","37211","41328"
"17.06.2019 01:30 - 17.06.2019 01:45","36853","41111"
"17.06.2019 01:45 - 17.06.2019 02:00","36693","40752"
"17.06.2019 02:00 - 17.06.2019 02:15","36463","40446"
"17.06.2019 02:15 - 17.06.2019 02:30","36478","40141"
"17.06.2019 02:30 - 17.06.2019 02:45","36362","40166"
"17.06.2019 02:45 - 17.06.2019 03:00","36406","40215"
"17.06.2019 03:00 - 17.06.2019 03:15","36551","40428"
"17.06.2019 03:15 - 17.06.2019 03:30","36527","40573"
"17.06.2019 03:30 - 17.06.2019 03:45","36592","40429"
"17.06.2019 03:45 - 17.06.2019 04:00","36834","40848"
"17.06.2019 04:00 - 17.06.2019 04:15","37518","41710"
"17.06.2019 04:15 - 17.06.2019 04:30","37878","42214"
"17.06.2019 04:30 - 17.06.2019 04:45","38429","42358"
"17.06.2019 04:45 - 17.06.2019 05:00","39073","42801"
"17.06.2019 05:00 - 17.06.2019 05:15","40528","44076"
"17.06.2019 05:15 - 17.06.2019 05:30","41148","44653"
"17.06.2019 05:30 - 17.06.2019 05:45","42432","46011"
"17.06.2019 05:45 - 17.06.2019 06:00","44118","47590"
"17.06.2019 06:00 - 17.06.2019 06:15","47334","50640"
"17.06.2019 06:15 - 17.06.2019 06:30","49521","52901"
"17.06.2019 06:30 - 17.06.2019 06:45","51392","54635"
"17.06.2019 06:45 - 17.06.2019 07:00","52826","56308"
"17.06.2019 07:00 - 17.06.2019 07:15","54789","58311"
"17.06.2019 07:15 - 17.06.2019 07:30","56058","59663"
"17.06.2019 07:30 - 17.06.2019 07:45","57284","60612"
"17.06.2019 07:45 - 17.06.2019 08:00","58440","61323"
"17.06.2019 08:00 - 17.06.2019 08:15","59155","62748"
"17.06.2019 08:15 - 17.06.2019 08:30","59845","63287"
"17.06.2019 08:30 - 17.06.2019 08:45","60323","63818"
"17.06.2019 08:45 - 17.06.2019 09:00","60684","64383"
"17.06.2019 09:00 - 17.06.2019 09:15","60693","64027"
"17.06.2019 09:15 - 17.06.2019 09:30","61216","64232"
"17.06.2019 09:30 - 17.06.2019 09:45","61768","64785"
"17.06.2019 09:45 - 17.06.2019 10:00","62140","65159"
"17.06.2019 10:00 - 17.06.2019 10:15","62587","65485"
"17.06.2019 10:15 - 17.06.2019 10:30","63051","65482"
"17.06.2019 10:30 - 17.06.2019 10:45","63266","65778"
"17.06.2019 10:45 - 17.06.2019 11:00","63650","66254"
"17.06.2019 11:00 - 17.06.2019 11:15","63988","66570"
"17.06.2019 11:15 - 17.06.2019 11:30","64585","66629"
"17.06.2019 11:30 - 17.06.2019 11:45","64817","67372"
"17.06.2019 11:45 - 17.06.2019 12:00","65139","67436"
"17.06.2019 12:00 - 17.06.2019 12:15","64088","66756"
"17.06.2019 12:15 - 17.06.2019 12:30","63364","66702"
"17.06.2019 12:30 - 17.06.2019 12:45","63926","66832"
"17.06.2019 12:45 - 17.06.2019 13:00","63211","66849"
"17.06.2019 13:00 - 17.06.2019 13:15","63934","66719"
"17.06.2019 13:15 - 17.06.2019 13:30","63536","66754"
"17.06.2019 13:30 - 17.06.2019 13:45","63050","66240"
"17.06.2019 13:45 - 17.06.2019 14:00","63087","65820"
"17.06.2019 14:00 - 17.06.2019 14:15","62991","65565"
"17.06.2019 14:15 - 17.06.2019 14:30","62855","65441"
"17.06.2019 14:30 - 17.06.2019 14:45","62446","65087"
"17.06.2019 14:45 - 17.06.2019 15:00","62483","64758"
"17.06.2019 15:00 - 17.06.2019 15:15","62111","64517"
"17.06.2019 15:15 - 17.06.2019 15:30","62430","64301"
"17.06.2019 15:30 - 17.06.2019 15:45","62031","63727"
"17.06.2019 15:45 - 17.06.2019 16:00","61537","63417"
"17.06.2019 16:00 - 17.06.2019 16:15","60429","63263"
"17.06.2019 16:15 - 17.06.2019 16:30","59710","62901"
"17.06.2019 16:30 - 17.06.2019 16:45","59054","62605"
"17.06.2019 16:45 - 17.06.2019 17:00","59924","62595"
"17.06.2019 17:00 - 17.06.2019 17:15","59773","62721"
"17.06.2019 17:15 - 17.06.2019 17:30","59573","62587"
"17.06.2019 17:30 - 17.06.2019 17:45","59160","62581"
"17.06.2019 17:45 - 17.06.2019 18:00","59572","62632"
"17.06.2019 18:00 - 17.06.2019 18:15","58972","62428"
"17.06.2019 18:15 - 17.06.2019 18:30","58110","62152"
"17.06.2019 18:30 - 17.06.2019 18:45","58387","62293"
"17.06.2019 18:45 - 17.06.2019 19:00","58417","62532"
"17.06.2019 19:00 - 17.06.2019 19:15","57797","62449"
"17.06.2019 19:15 - 17.06.2019 19:30","57366","61694"
"17.06.2019 19:30 - 17.06.2019 19:45","57118","61564"
"17.06.2019 19:45 - 17.06.2019 20:00","57164","61411"
"17.06.2019 20:00 - 17.06.2019 20:15","56519","60706"
"17.06.2019 20:15 - 17.06.2019 20:30","55558","59753"
"17.06.2019 20:30 - 17.06.2019 20:45","55292","59011"
"17.06.2019 20:45 - 17.06.2019 21:00","54078","58474"
"17.06.2019 21:00 - 17.06.2019 21:15","54134","57811"
"17.06.2019 21:15 - 17.06.2019 21:30","53371","57226"
"17.06.2019 21:30 - 17.06.2019 21:45","53239","56725"
"17.06.2019 21:45 - 17.06.2019 22:00","51618","56516"
"17.06.2019 22:00 - 17.06.2019 22:15","51213","55824"
"17.06.2019 22:15 - 17.06.2019 22:30","50358","55365"
"17.06.2019 22:30 - 17.06.2019 22:45","49345","54371"
"17.06.2019 22:45 - 17.06.2019 23:00","48549","53561"
"17.06.2019 23:00 - 17.06.2019 23:15","47660","52304"
"17.06.2019 23:15 - 17.06.2019 23:30","46833","51326"
"17.06.2019 23:30 - 17.06.2019 23:45","45885","50407"
"17.06.2019 23:45 - 18.06.2019 00:00","45310","49562"
"18.06.2019 00:00 - 18.06.2019 00:15","43762","48006"
"18.06.2019 00:15 - 18.06.2019 00:30","43854","47658"
"18.06.2019 00:30 - 18.06.2019 00:45","43343","47287"
"18.06.2019 00:45 - 18.06.2019 01:00","42992","46600"
"18.06.2019 01:00 - 18.06.2019 01:15","42389","46002"
"18.06.2019 01:15 - 18.06.2019 01:30","42081","45859"
"18.06.2019 01:30 - 18.06.2019 01:45","41749","45642"
"18.06.2019 01:45 - 18.06.2019 02:00","41345","45667"
"18.06.2019 02:00 - 18.06.2019 02:15","40953","44912"
"18.06.2019 02:15 - 18.06.2019 02:30","40742","44945"
"18.06.2019 02:30 - 18.06.2019 02:45","40698","45011"
"18.06.2019 02:45 - 18.06.2019 03:00","40712","44961"
"18.06.2019 03:00 - 18.06.2019 03:15","40790","44995"
"18.06.2019 03:15 - 18.06.2019 03:30","40833","44944"
"18.06.2019 03:30 - 18.06.2019 03:45","40765","45056"
"18.06.2019 03:45 - 18.06.2019 04:00","40796","45101"
"18.06.2019 04:00 - 18.06.2019 04:15","41363","45429"
"18.06.2019 04:15 - 18.06.2019 04:30","41561","45780"
"18.06.2019 04:30 - 18.06.2019 04:45","41822","45946"
"18.06.2019 04:45 - 18.06.2019 05:00","42198","45984"
"18.06.2019 05:00 - 18.06.2019 05:15","43309","46897"
"18.06.2019 05:15 - 18.06.2019 05:30","43789","47748"
"18.06.2019 05:30 - 18.06.2019 05:45","44811","48564"
"18.06.2019 05:45 - 18.06.2019 06:00","46331","50081"
"18.06.2019 06:00 - 18.06.2019 06:15","49019","53136"
"18.06.2019 06:15 - 18.06.2019 06:30","51018","55141"
"18.06.2019 06:30 - 18.06.2019 06:45","52420","56924"
"18.06.2019 06:45 - 18.06.2019 07:00","53835","58370"
"18.06.2019 07:00 - 18.06.2019 07:15","55402","60065"
"18.06.2019 07:15 - 18.06.2019 07:30","56486","61604"
"18.06.2019 07:30 - 18.06.2019 07:45","57937","62547"
"18.06.2019 07:45 - 18.06.2019 08:00","58762","63527"
"18.06.2019 08:00 - 18.06.2019 08:15","59344","64343"
"18.06.2019 08:15 - 18.06.2019 08:30","59979","65122"
"18.06.2019 08:30 - 18.06.2019 08:45","60564","65663"
"18.06.2019 08:45 - 18.06.2019 09:00","60924","66052"
"18.06.2019 09:00 - 18.06.2019 09:15","61082","65884"
"18.06.2019 09:15 - 18.06.2019 09:30","61725","66274"
"18.06.2019 09:30 - 18.06.2019 09:45","62241","66979"
"18.06.2019 09:45 - 18.06.2019 10:00","62663","67337"
"18.06.2019 10:00 - 18.06.2019 10:15","63101","67459"
"18.06.2019 10:15 - 18.06.2019 10:30","63453","67636"
"18.06.2019 10:30 - 18.06.2019 10:45","63730","68125"
"18.06.2019 10:45 - 18.06.2019 11:00","64220","68415"
"18.06.2019 11:00 - 18.06.2019 11:15","64509","68807"
"18.06.2019 11:15 - 18.06.2019 11:30","65031","69312"
"18.06.2019 11:30 - 18.06.2019 11:45","65247","69830"
"18.06.2019 11:45 - 18.06.2019 12:00","64906","70016"
"18.06.2019 12:00 - 18.06.2019 12:15","64880","69201"
"18.06.2019 12:15 - 18.06.2019 12:30","64768","68735"
"18.06.2019 12:30 - 18.06.2019 12:45","64697","68564"
"18.06.2019 12:45 - 18.06.2019 13:00","64667","68543"
"18.06.2019 13:00 - 18.06.2019 13:15","64266","68503"
"18.06.2019 13:15 - 18.06.2019 13:30","64282","68013"
"18.06.2019 13:30 - 18.06.2019 13:45","63787","67808"
"18.06.2019 13:45 - 18.06.2019 14:00","63170","67335"
"18.06.2019 14:00 - 18.06.2019 14:15","63105","67122"
"18.06.2019 14:15 - 18.06.2019 14:30","62837","67337"
"18.06.2019 14:30 - 18.06.2019 14:45","62659","66840"
"18.06.2019 14:45 - 18.06.2019 15:00","62802","67036"
"18.06.2019 15:00 - 18.06.2019 15:15","62980","66917"
"18.06.2019 15:15 - 18.06.2019 15:30","62175","66653"
"18.06.2019 15:30 - 18.06.2019 15:45","61880","66054"
"18.06.2019 15:45 - 18.06.2019 16:00","61315","65789"
"18.06.2019 16:00 - 18.06.2019 16:15","61127","65721"
"18.06.2019 16:15 - 18.06.2019 16:30","60896","65341"
"18.06.2019 16:30 - 18.06.2019 16:45","60833","65074"
"18.06.2019 16:45 - 18.06.2019 17:00","60107","64916"
"18.06.2019 17:00 - 18.06.2019 17:15","59998","64913"
"18.06.2019 17:15 - 18.06.2019 17:30","59901","64765"
"18.06.2019 17:30 - 18.06.2019 17:45","60070","65051"
"18.06.2019 17:45 - 18.06.2019 18:00","60015","65012"
"18.06.2019 18:00 - 18.06.2019 18:15","59606","64618"
"18.06.2019 18:15 - 18.06.2019 18:30","59372","64069"
"18.06.2019 18:30 - 18.06.2019 18:45","59447","64063"
"18.06.2019 18:45 - 18.06.2019 19:00","59447","64089"
"18.06.2019 19:00 - 18.06.2019 19:15","59299","63918"
"18.06.2019 19:15 - 18.06.2019 19:30","58777","63201"
"18.06.2019 19:30 - 18.06.2019 19:45","58481","63109"
"18.06.2019 19:45 - 18.06.2019 20:00","57957","63123"
"18.06.2019 20:00 - 18.06.2019 20:15","57271","62355"
"18.06.2019 20:15 - 18.06.2019 20:30","56524","61012"
"18.06.2019 20:30 - 18.06.2019 20:45","55676","60416"
"18.06.2019 20:45 - 18.06.2019 21:00","55054","59757"
"18.06.2019 21:00 - 18.06.2019 21:15","54271","59194"
"18.06.2019 21:15 - 18.06.2019 21:30","53831","58684"
"18.06.2019 21:30 - 18.06.2019 21:45","53317","58025"
"18.06.2019 21:45 - 18.06.2019 22:00","52881","57467"
"18.06.2019 22:00 - 18.06.2019 22:15","52685","57305"
"18.06.2019 22:15 - 18.06.2019 22:30","51887","56719"
"18.06.2019 22:30 - 18.06.2019 22:45","50934","55317"
"18.06.2019 22:45 - 18.06.2019 23:00","49844","54435"
"18.06.2019 23:00 - 18.06.2019 23:15","48682","53209"
"18.06.2019 23:15 - 18.06.2019 23:30","47792","52209"
"18.06.2019 23:30 - 18.06.2019 23:45","46864","51206"
"18.06.2019 23:45 - 19.06.2019 00:00","46198","50418"
"19.06.2019 00:00 - 19.06.2019 00:15","45147","49262"
"19.06.2019 00:15 - 19.06.2019 00:30","44624","48695"
"19.06.2019 00:30 - 19.06.2019 00:45","44164","48289"
"19.06.2019 00:45 - 19.06.2019 01:00","43812","47768"
"19.06.2019 01:00 - 19.06.2019 01:15","43157","47182"
"19.06.2019 01:15 - 19.06.2019 01:30","42913","46865"
"19.06.2019 01:30 - 19.06.2019 01:45","42614","46568"
"19.06.2019 01:45 - 19.06.2019 02:00","42209","46155"
"19.06.2019 02:00 - 19.06.2019 02:15","41789","45644"
"19.06.2019 02:15 - 19.06.2019 02:30","41659","45418"
"19.06.2019 02:30 - 19.06.2019 02:45","41585","45232"
"19.06.2019 02:45 - 19.06.2019 03:00","41652","45261"
"19.06.2019 03:00 - 19.06.2019 03:15","41799","45387"
"19.06.2019 03:15 - 19.06.2019 03:30","41750","45570"
"19.06.2019 03:30 - 19.06.2019 03:45","41774","45398"
"19.06.2019 03:45 - 19.06.2019 04:00","41750","45266"
"19.06.2019 04:00 - 19.06.2019 04:15","42198","45515"
"19.06.2019 04:15 - 19.06.2019 04:30","42458","45942"
"19.06.2019 04:30 - 19.06.2019 04:45","42809","46110"
"19.06.2019 04:45 - 19.06.2019 05:00","43168","46438"
"19.06.2019 05:00 - 19.06.2019 05:15","44225","47170"
"19.06.2019 05:15 - 19.06.2019 05:30","44592","47795"
"19.06.2019 05:30 - 19.06.2019 05:45","45384","48502"
"19.06.2019 05:45 - 19.06.2019 06:00","46697","49786"
"19.06.2019 06:00 - 19.06.2019 06:15","49338","52863"
"19.06.2019 06:15 - 19.06.2019 06:30","51075","55158"
"19.06.2019 06:30 - 19.06.2019 06:45","52584","57128"
"19.06.2019 06:45 - 19.06.2019 07:00","53884","58495"
"19.06.2019 07:00 - 19.06.2019 07:15","55636","60187"
"19.06.2019 07:15 - 19.06.2019 07:30","56798","61228"
"19.06.2019 07:30 - 19.06.2019 07:45","57687","62206"
"19.06.2019 07:45 - 19.06.2019 08:00","58427","62891"
"19.06.2019 08:00 - 19.06.2019 08:15","59287","64148"
"19.06.2019 08:15 - 19.06.2019 08:30","59910","64873"
"19.06.2019 08:30 - 19.06.2019 08:45","60292","65197"
"19.06.2019 08:45 - 19.06.2019 09:00","60617","65627"
"19.06.2019 09:00 - 19.06.2019 09:15","60593","65530"
"19.06.2019 09:15 - 19.06.2019 09:30","61095","65901"
"19.06.2019 09:30 - 19.06.2019 09:45","61755","66613"
"19.06.2019 09:45 - 19.06.2019 10:00","62189","66987"
"19.06.2019 10:00 - 19.06.2019 10:15","62628","67394"
"19.06.2019 10:15 - 19.06.2019 10:30","62957","67730"
"19.06.2019 10:30 - 19.06.2019 10:45","63215","68262"
"19.06.2019 10:45 - 19.06.2019 11:00","63527","68787"
"19.06.2019 11:00 - 19.06.2019 11:15","63691","69034"
"19.06.2019 11:15 - 19.06.2019 11:30","64155","69422"
"19.06.2019 11:30 - 19.06.2019 11:45","64421","69624"
"19.06.2019 11:45 - 19.06.2019 12:00","63932","69735"
"19.06.2019 12:00 - 19.06.2019 12:15","64059","69572"
"19.06.2019 12:15 - 19.06.2019 12:30","63829","69547"
"19.06.2019 12:30 - 19.06.2019 12:45","63628","69482"
"19.06.2019 12:45 - 19.06.2019 13:00","63874","69661"
"19.06.2019 13:00 - 19.06.2019 13:15","63470","69589"
"19.06.2019 13:15 - 19.06.2019 13:30","63578","69223"
"19.06.2019 13:30 - 19.06.2019 13:45","63303","68630"
"19.06.2019 13:45 - 19.06.2019 14:00","62468","68158"
"19.06.2019 14:00 - 19.06.2019 14:15","62404","68147"
"19.06.2019 14:15 - 19.06.2019 14:30","61969","67900"
"19.06.2019 14:30 - 19.06.2019 14:45","61788","67561"
"19.06.2019 14:45 - 19.06.2019 15:00","61844","67416"
"19.06.2019 15:00 - 19.06.2019 15:15","61933","67202"
"19.06.2019 15:15 - 19.06.2019 15:30","61083","66953"
"19.06.2019 15:30 - 19.06.2019 15:45","60899","65976"
"19.06.2019 15:45 - 19.06.2019 16:00","60313","65256"
"19.06.2019 16:00 - 19.06.2019 16:15","60095","65236"
"19.06.2019 16:15 - 19.06.2019 16:30","59926","64702"
"19.06.2019 16:30 - 19.06.2019 16:45","59881","64636"
"19.06.2019 16:45 - 19.06.2019 17:00","59380","64666"
"19.06.2019 17:00 - 19.06.2019 17:15","59246","64852"
"19.06.2019 17:15 - 19.06.2019 17:30","58954","64882"
"19.06.2019 17:30 - 19.06.2019 17:45","58765","64954"
"19.06.2019 17:45 - 19.06.2019 18:00","58765","64586"
"19.06.2019 18:00 - 19.06.2019 18:15","58508","64470"
"19.06.2019 18:15 - 19.06.2019 18:30","58168","64050"
"19.06.2019 18:30 - 19.06.2019 18:45","58176","63979"
"19.06.2019 18:45 - 19.06.2019 19:00","58081","63852"
"19.06.2019 19:00 - 19.06.2019 19:15","57929","63361"
"19.06.2019 19:15 - 19.06.2019 19:30","57576","62690"
"19.06.2019 19:30 - 19.06.2019 19:45","57148","62344"
"19.06.2019 19:45 - 19.06.2019 20:00","56874","62266"
"19.06.2019 20:00 - 19.06.2019 20:15","56201","61352"
"19.06.2019 20:15 - 19.06.2019 20:30","55450","60424"
"19.06.2019 20:30 - 19.06.2019 20:45","54546","59509"
"19.06.2019 20:45 - 19.06.2019 21:00","53884","58506"
"19.06.2019 21:00 - 19.06.2019 21:15","53050","57556"
"19.06.2019 21:15 - 19.06.2019 21:30","52487","57015"
"19.06.2019 21:30 - 19.06.2019 21:45","51962","56439"
"19.06.2019 21:45 - 19.06.2019 22:00","51755","56182"
"19.06.2019 22:00 - 19.06.2019 22:15","51784","55119"
"19.06.2019 22:15 - 19.06.2019 22:30","51177","54431"
"19.06.2019 22:30 - 19.06.2019 22:45","50239","53707"
"19.06.2019 22:45 - 19.06.2019 23:00","49307","52963"
"19.06.2019 23:00 - 19.06.2019 23:15","47980","50881"
"19.06.2019 23:15 - 19.06.2019 23:30","47065","49380"
"19.06.2019 23:30 - 19.06.2019 23:45","46229","48287"
"19.06.2019 23:45 - 20.06.2019 00:00","45606","47911"
"20.06.2019 00:00 - 20.06.2019 00:15","43639","46946"
"20.06.2019 00:15 - 20.06.2019 00:30","43068","46665"
"20.06.2019 00:30 - 20.06.2019 00:45","42579","46054"
"20.06.2019 00:45 - 20.06.2019 01:00","42186","45607"
"20.06.2019 01:00 - 20.06.2019 01:15","41625","44976"
"20.06.2019 01:15 - 20.06.2019 01:30","41323","44423"
"20.06.2019 01:30 - 20.06.2019 01:45","40993","43903"
"20.06.2019 01:45 - 20.06.2019 02:00","40538","43623"
"20.06.2019 02:00 - 20.06.2019 02:15","40198","43659"
"20.06.2019 02:15 - 20.06.2019 02:30","40083","43445"
"20.06.2019 02:30 - 20.06.2019 02:45","39884","43636"
"20.06.2019 02:45 - 20.06.2019 03:00","39729","43980"
"20.06.2019 03:00 - 20.06.2019 03:15","39832","43772"
"20.06.2019 03:15 - 20.06.2019 03:30","39715","43732"
"20.06.2019 03:30 - 20.06.2019 03:45","39602","43558"
"20.06.2019 03:45 - 20.06.2019 04:00","39549","43281"
"20.06.2019 04:00 - 20.06.2019 04:15","39759","43443"
"20.06.2019 04:15 - 20.06.2019 04:30","39856","43309"
"20.06.2019 04:30 - 20.06.2019 04:45","39827","43224"
"20.06.2019 04:45 - 20.06.2019 05:00","39977","42977"
"20.06.2019 05:00 - 20.06.2019 05:15","40348","43086"
"20.06.2019 05:15 - 20.06.2019 05:30","40176","42961"
"20.06.2019 05:30 - 20.06.2019 05:45","40344","42921"
"20.06.2019 05:45 - 20.06.2019 06:00","40598","43000"
"20.06.2019 06:00 - 20.06.2019 06:15","41224","43956"
"20.06.2019 06:15 - 20.06.2019 06:30","41944","44670"
"20.06.2019 06:30 - 20.06.2019 06:45","42605","45028"
"20.06.2019 06:45 - 20.06.2019 07:00","43395","45882"
"20.06.2019 07:00 - 20.06.2019 07:15","44413","47223"
"20.06.2019 07:15 - 20.06.2019 07:30","44963","48493"
"20.06.2019 07:30 - 20.06.2019 07:45","45915","49121"
"20.06.2019 07:45 - 20.06.2019 08:00","46814","49836"
"20.06.2019 08:00 - 20.06.2019 08:15","47647","50236"
"20.06.2019 08:15 - 20.06.2019 08:30","48351","50976"
"20.06.2019 08:30 - 20.06.2019 08:45","48847","51527"
"20.06.2019 08:45 - 20.06.2019 09:00","49286","51895"
"20.06.2019 09:00 - 20.06.2019 09:15","49812","52115"
"20.06.2019 09:15 - 20.06.2019 09:30","50342","52437"
"20.06.2019 09:30 - 20.06.2019 09:45","51086","53059"
"20.06.2019 09:45 - 20.06.2019 10:00","51524","53687"
"20.06.2019 10:00 - 20.06.2019 10:15","52188","54024"
"20.06.2019 10:15 - 20.06.2019 10:30","52636","54317"
"20.06.2019 10:30 - 20.06.2019 10:45","53051","54926"
"20.06.2019 10:45 - 20.06.2019 11:00","53389","55492"
"20.06.2019 11:00 - 20.06.2019 11:15","53782","56139"
"20.06.2019 11:15 - 20.06.2019 11:30","54156","56474"
"20.06.2019 11:30 - 20.06.2019 11:45","54400","56815"
"20.06.2019 11:45 - 20.06.2019 12:00","54121","57001"
"20.06.2019 12:00 - 20.06.2019 12:15","54398","57081"
"20.06.2019 12:15 - 20.06.2019 12:30","54203","56734"
"20.06.2019 12:30 - 20.06.2019 12:45","53890","56486"
"20.06.2019 12:45 - 20.06.2019 13:00","53785","56466"
"20.06.2019 13:00 - 20.06.2019 13:15","53120","56059"
"20.06.2019 13:15 - 20.06.2019 13:30","52981","55680"
"20.06.2019 13:30 - 20.06.2019 13:45","52751","55096"
"20.06.2019 13:45 - 20.06.2019 14:00","52284","54690"
"20.06.2019 14:00 - 20.06.2019 14:15","52398","54623"
"20.06.2019 14:15 - 20.06.2019 14:30","52054","54119"
"20.06.2019 14:30 - 20.06.2019 14:45","51776","54121"
"20.06.2019 14:45 - 20.06.2019 15:00","52099","53676"
"20.06.2019 15:00 - 20.06.2019 15:15","52108","53823"
"20.06.2019 15:15 - 20.06.2019 15:30","51238","53209"
"20.06.2019 15:30 - 20.06.2019 15:45","51095","52926"
"20.06.2019 15:45 - 20.06.2019 16:00","50882","52455"
"20.06.2019 16:00 - 20.06.2019 16:15","50740","52425"
"20.06.2019 16:15 - 20.06.2019 16:30","50872","52246"
"20.06.2019 16:30 - 20.06.2019 16:45","51077","51927"
"20.06.2019 16:45 - 20.06.2019 17:00","50516","51759"
"20.06.2019 17:00 - 20.06.2019 17:15","50642","52140"
"20.06.2019 17:15 - 20.06.2019 17:30","50765","52241"
"20.06.2019 17:30 - 20.06.2019 17:45","50998","52691"
"20.06.2019 17:45 - 20.06.2019 18:00","51151","52898"
"20.06.2019 18:00 - 20.06.2019 18:15","51146","53436"
"20.06.2019 18:15 - 20.06.2019 18:30","51093","53358"
"20.06.2019 18:30 - 20.06.2019 18:45","51057","53355"
"20.06.2019 18:45 - 20.06.2019 19:00","51245","53376"
"20.06.2019 19:00 - 20.06.2019 19:15","51165","52996"
"20.06.2019 19:15 - 20.06.2019 19:30","50843","52567"
"20.06.2019 19:30 - 20.06.2019 19:45","50678","52571"
"20.06.2019 19:45 - 20.06.2019 20:00","50405","52391"
"20.06.2019 20:00 - 20.06.2019 20:15","50058","51785"
"20.06.2019 20:15 - 20.06.2019 20:30","49668","51573"
"20.06.2019 20:30 - 20.06.2019 20:45","49013","51019"
"20.06.2019 20:45 - 20.06.2019 21:00","48645","50596"
"20.06.2019 21:00 - 20.06.2019 21:15","48165","50159"
"20.06.2019 21:15 - 20.06.2019 21:30","48106","50168"
"20.06.2019 21:30 - 20.06.2019 21:45","47895","49911"
"20.06.2019 21:45 - 20.06.2019 22:00","48030","50055"
"20.06.2019 22:00 - 20.06.2019 22:15","48240","50151"
"20.06.2019 22:15 - 20.06.2019 22:30","47779","49817"
"20.06.2019 22:30 - 20.06.2019 22:45","47099","49235"
"20.06.2019 22:45 - 20.06.2019 23:00","46333","48247"
"20.06.2019 23:00 - 20.06.2019 23:15","45288","47241"
"20.06.2019 23:15 - 20.06.2019 23:30","44567","46151"
"20.06.2019 23:30 - 20.06.2019 23:45","43794","45273"
"20.06.2019 23:45 - 21.06.2019 00:00","43232","44499"
"21.06.2019 00:00 - 21.06.2019 00:15","42378","43949"
